conference;""year"";""program chair"";""affiliation""",,,,
"IWQoS;""2009"";""Shigang Chen"";""University of Florida""",,,,
"IWQoS;""2009"";""Srihari Nelakuditi"";""University of South Carolina", Columbia, SC," USA""",
"IWQoS;""2010"";""Bin Liu"";""Tsinghua University""",,,,
"IWQoS;""2010"";""Chunming Qiao"";""University at Buffalo""",,,,
"IWQoS;""2011"";""Prasun Sinha"";""Ohio State University""",,,,
"IWQoS;""2011"";""Jun Xu"";""Georgia Tech""",,,,
"IWQoS;""2012"";""Torsten Braun"";""University of Bern"," Switzerland""",,,
"IWQoS;""2012"";""Edmundo Monteiro"";""University of Coimbra"," Portugal""",,,
"IWQoS;""2013"";""Xiaohui"";""Helen Gu", North Carolina State University," USA""",,
"IWQoS;""2013"";""Haining Wang"";""College of William and Mary"," USA""",,,
"IWQoS;""2014"";""Jiangchuan Liu"";""Simon Fraser University"," Canada""",,,
"IWQoS;""2014"";""Xin Wang"";""Stony Brook University"," USA""",,,
"IWQoS;""2015"";""Jun Li"";""University of Oregon""",,,,
"IWQoS;""2015"";""Wu-Chi Feng"";""Portland State University""",,,,
"IWQoS;""2016"";""Ke Xu"";""Tsinghua University""",,,,
"IWQoS;""2016"";""Xiaorui Wang"";""The Ohio State University""",,,,
"MOBICOM;""1995"";""Baruch Awerbuch"";""Johns Hopkins University"," MD""",,,
"MOBICOM;""1995"";""Dan Duchamp"";""Columbia University"," NY""",,,
"MOBICOM;""1996"";""Ian F. Akyildiz"";""Georgia Tech.""",,,,
"MOBICOM;""1996"";""Zygmunt J. Haas"";""Cornell Univ.""",,,,
"MOBICOM;""1997"";""David B. Johnson"";""Carnegie Mellon University"," US""",,,
"MOBICOM;""1997"";""Christopher Rose"";""Rutgers University"," US""",,,
"MOBICOM;""1997"";""Maurizio Bonuccelli"";""University of Pisa"," IT""",,,
"MOBICOM;""1998"";""Arvind Krishna"";""IBM T.J. Watson Research Center""",,,,
"MOBICOM;""1998"";""Magda El Zarki"";""University of Pennsylvania""",,,,
"MOBICOM;""1999"";""Tomasz Imielinski"";""Rutgers University""",,,,
"MOBICOM;""1999"";""Martha Steenstrup"";""BBN Technologies""",,,,
"MOBICOM;""2000"";""Ramón Cáceres"";""AT&T Labs""",,,,
"MOBICOM;""2000"";""J. J. Garcia-Luna-Aceves"";""University of California at Santa Cruz""",,,,
"MOBICOM;""2001"";""Mahmoud Naghshineh"";""IBM T.J. Watson Research Center""",,,,
"MOBICOM;""2001"";""Michele Zorzi"";""Università di Ferrara""",,,,
"MOBICOM;""2002"";""Vaduvur Bharghavan"";""Meru Networks""",,,,
"MOBICOM;""2002"";""Andrew T. Campbell"";""Columbia University""",,,,
"MOBICOM;""2003"";""Anthony D. Joseph"";""University of California", Berkeley," US""",,
"MOBICOM;""2003"";""Nitin H. Vaidya"";""University of Illinois at Urbana-Champaign"," US""",,,
"MOBICOM;""2004"";""Samir R. Das"";""Stony Brook University", SUNY," USA""",,
"MOBICOM;""2004"";""Ravi Jain"";""DoCoMo USA Labs"," USA""",,,
"MOBICOM;""2005"";""Elizabeth Belding-Royer"";""UC", Santa Barbara," USA""",,
"MOBICOM;""2005"";""Songwu Lu"";""UCLA"," USA""",,,
"MOBICOM;""2006"";""Chiara Petrioli"";""Rome University 'La Sapienza'""",,,,
"MOBICOM;""2006"";""Ram Ramjee"";""Bell Labs""",,,,
"MOBICOM;""2007"";""Jennifer Hou"";""UIUC""",,,,
"MOBICOM;""2007"";""Ram Ramanathan"";""BBN Technologies""",,,,
"MOBICOM;""2008"";""Raghupathy Sivakumar"";""Siva Sivakumar", Georgia Tech," USA""",,
"MOBICOM;""2008"";""Peter Steenkiste"";""Carnegie Mellon University"," USA""",,,
"MOBICOM;""2009"";""Rajive Bagrodia"";""University of California", Los Angeles," USA""",,
"MOBICOM;""2009"";""Ramesh Govindan"";""University of Southern California"," USA""",,,
"MOBICOM;""2010"";""Suman Banerjee"";""University of Wisconsin-Madison"," USA""",,,
"MOBICOM;""2010"";""Dina Katabi"";""Massachusetts Institute of Technology"," USA""",,,
"MOBICOM;""2011"";""Thyaga Nandagopal"";""Bell Laboratories", Alcatel-Lucent," USA""",,
"MOBICOM;""2011"";""Brian Levine"";""University of Massachusetts", Amherst," USA""",,
"MOBICOM;""2012"";""Lili Qiu"";""University of Texas at Austin"," USA""",,,
"MOBICOM;""2012"";""Alex C. Snoeren"";""University of California", San Diego," USA""",,
"MOBICOM;""2013"";""Ranveer Chandra"";""Microsoft"," USA""",,,
"MOBICOM;""2013"";""Robin Kravets"";""University of Illinois", Urbana-Champaign," USA""",,
"MOBICOM;""2014"";""Ashutosh Sabharwal"";""Rice University"," USA""",,,
"MOBICOM;""2014"";""Prasun Sinha"";""Ohio State University"," USA""",,,
"MOBICOM;""2015"";""Sneha Kumar Kasera"";""University of Utah"," USA""",,,
"MOBICOM;""2015"";""Heather Zheng"";""University of California", Santa Barbara," USA""",,
"MOBICOM;""2016"";""Y. Charlie Hu"";""Purdue University"," USA""",,,
"MOBICOM;""2016"";""Karthik Sundaresan"";""NEC Labs Princeton"," USA""",,,
"MOBICOM;""2017"";""Ben Greenstein"";""Google"," USA""",,,
"MOBICOM;""2017"";""Kannan Srinivasan"";""Ohio State University"," USA""",,,
"MOBICOM;""2018"";""Yingying Chen"";""Jennifer Chen", WINLAB, Rutgers University," USA""",
"MOBICOM;""2018"";""Kyle Jamieson"";""Princeton University"," USA""",,,
"MobiHoc;""2000"";""C-K. Toh"";""Georgia Tech""",,,,
"MobiHoc;""2000"";""Nitin H. Vaidya"";""Texas A&M University""",,,,
"MobiHoc;""2001"";""M. Scott Corson"";""Flarion Technologies""",,,,
"MobiHoc;""2001"";""Samir R. Das"";""University of Cincinnati""",,,,
"MobiHoc;""2002"";""J.J. Garcia-Luna-Aceves"";""University of California", Santa Cruz," US""",,
"MobiHoc;""2002"";""David B. Johnson"";""Rice University"," US""",,,
"MobiHoc;""2003"";""Anthony Ephremides"";""University of Maryland"," College Park""",,,
"MobiHoc;""2003"";""Mani Srivastava"";""UCLA""",,,,
"MobiHoc;""2004"";""Charlie Perkins"";""Nokia""",,,,
"MobiHoc;""2004"";""Leandros Tassiulas"";""University of Thessaly""",,,,
"MobiHoc;""2005"";""Andrew T. Campbell"";""Columbia Univ.""",,,,
"MobiHoc;""2005"";""Roger Wattenhofer"";""ETH Zurich""",,,,
"MobiHoc;""2006"";""Marco Conti"";""IIT-CNR""",,,,
"MobiHoc;""2006"";""Raghupathy Sivakumar"";""Georgia Institute of Technology""",,,,
"MobiHoc;""2007"";""Elizabeth M. Belding"";""University of California Santa Barbara""",,,,
"MobiHoc;""2007"";""Eytan Modiano"";""MIT""",,,,
"MobiHoc;""2008"";""Ness B. Shroff"";""The Ohio State University""",,,,
"MobiHoc;""2008"";""Pengjun Wan"";""Illinois Institute of Technology""",,,,
"MobiHoc;""2009"";""Carla-Fabiana Chiasserini"";""Politecnico di Torino""",,,,
"MobiHoc;""2009"";""Xiaojun Lin"";""Purdue University""",,,,
"MobiHoc;""2010"";""Christoph Lindemann"";""Universität Leipzig""",,,,
"MobiHoc;""2010"";""Jitendra Padhye"";""Microsoft Research""",,,,
"MobiHoc;""2011"";""Konstantina"";""Dina Papagiannaki", Intel Labs Pittsburgh," USA""",,
"MobiHoc;""2011"";""Devavrat Shah"";""MIT"," USA""",,,
"MobiHoc;""2012"";""Yih-Chun Hu"";""University of Illinois at Urbana-Champaign""",,,,
"MobiHoc;""2012"";""Sanjay Shakkottai"";""University of Texas at Austin""",,,,
"MobiHoc;""2013"";""Massimo Franceschetti"";""UC San Diego""",,,,
"MobiHoc;""2013"";""Leandros Tassiulas"";""University of Thessaly""",,,,
"MobiHoc;""2014"";""Xiangyang Li"";""Illinois Institute of Technology""",,,,
"MobiHoc;""2014"";""Saswati Sarkar"";""University of Pennsylvania""",,,,
"MobiHoc;""2015"";""Junshan Zhang"";""Arizona State University"," USA""",,,
"MobiHoc;""2015"";""Gil Zussman"";""Columbia University"," USA""",,,
"MobiHoc;""2016"";""Koushik Kar"";""Rensselaer Polytechnic Institute""",,,,
"MobiHoc;""2016"";""Srinivas Shakkottai"";""Texas A&M University""",,,,
"MobiHoc;""2017"";""Atilla Eryilmaz"";""Ohio State University""",,,,
"MobiHoc;""2017"";""Michael Neely"";""University of Southern California""",,,,
"MobiHoc;""2018"";""Randall Berry"";""Northwestern University""",,,,
"MobiHoc;""2018"";""Lei Ying"";""Arizona State University""",,,,
"MobiSys;""2003"";""Mary Baker"";""Stanford University""",,,,
"MobiSys;""2003"";""Robert T. Morris"";""Massachusetts""",,,,
"MobiSys;""2004"";""Doug Terry"";""Microsoft Research""",,,,
"MobiSys;""2004"";""Roy Want"";""Intel Research""",,,,
"MobiSys;""2005"";""David Kotz"";""Dartmouth College""",,,,
"MobiSys;""2005"";""Brian Noble"";""University of Michigan""",,,,
"MobiSys;""2006"";""Mahadev Satyanarayanan"";""Carnegie Mellon University"," USA""",,,
"MobiSys;""2006"";""Nigel Davies"";""Lancaster University"," UK""",,,
"MobiSys;""2007"";""Gaetano Borriello"";""University of Washington""",,,,
"MobiSys;""2007"";""Ramón Cáceres"";""IBM T.J. Watson Research Center""",,,,
"MobiSys;""2008"";""Eyal de Lara"";""University of Toronto"," CA""",,,
"MobiSys;""2008"";""Carla Ellis"";""Duke University"," US""",,,
"MobiSys;""2009"";""Jason Flinn"";""University of Michigan"," USA""",,,
"MobiSys;""2009"";""Anthony LaMarca"";""Intel Research Seattle"," USA""",,,
"MobiSys;""2010"";""S. Keshav"";""University of Waterloo"," Canada""",,,
"MobiSys;""2010"";""Alec Wolman"";""Microsoft Research Redmond"," USA""",,,
"MobiSys;""2011"";""Mark D. Corner"";""UMass Amherst"," USA""",,,
"MobiSys;""2011"";""David Wetherall"";""University of Wash. & Intel Labs"," USA""",,,
"MobiSys;""2012"";""Srinivasan Seshan"";""Carnegie Mellon University"," USA""",,,
"MobiSys;""2012"";""Lin Zhong 0001"";""Rice University"," USA""",,,
"MobiSys;""2013"";""Romit Roy Choudhury"";""Duke University""",,,,
"MobiSys;""2013"";""Feng Zhao"";""Microsoft Research""",,,,
"MobiSys;""2014"";""Landon Cox"";""Duke University"," USA""",,,
"MobiSys;""2014"";""Z. Morley Mao"";""University of Michigan"," USA""",,,
"MobiSys;""2015"";""Marco Gruteser"";""Rutgers University"," USA""",,,
"MobiSys;""2015"";""Jason Hong"";""Carnegie Mellon University"," USA""",,,
"MobiSys;""2016"";""Sharad Agarwal"";""Microsoft""",,,,
"MobiSys;""2016"";""Cecilia Mascolo"";""University of Cambridge""",,,,
"MobiSys;""2017"";""Andrew Campbell"";""Google/Dartmouth College""",,,,
"MobiSys;""2017"";""Deepak Ganesan"";""University of Massachusetts Amherst""",,,,
"MobiSys;""2018"";""Stefan Saroiu"";""Microsoft Research""",,,,
"MobiSys;""2018"";""Prabal Dutta"";""UC Berkeley""",,,,
"NSDI;""2004"";""Robert Tappan Morris"";""MIT""",,,,
"NSDI;""2004"";""Stefan Savage"";""University of California"," San Diego""",,,
"NSDI;""2005"";""Amin Vahdat"";""University of California"," San Diego""",,,
"NSDI;""2005"";""David Wetherall"";""University of Washington""",,,,
"NSDI;""2006"";""Larry L. Peterson"";""Princeton University""",,,,
"NSDI;""2006"";""Timothy Roscoe"";""Intel Research""",,,,
"NSDI;""2007"";""Hari Balakrishnan"";""Massachusetts Institute of Technology""",,,,
"NSDI;""2007"";""Peter Druschel"";""Max Planck Institute for Software Systems""",,,,
"NSDI;""2008"";""Jon Crowcroft"";""University of Cambridge""",,,,
"NSDI;""2008"";""Michael Dahlin"";""University of Texas at Austin""",,,,
"NSDI;""2009"";""Jennifer Rexford"";""Princeton University""",,,,
"NSDI;""2009"";""Emin Gün Sirer"";""Cornell University""",,,,
"NSDI;""2010"";""Miguel Castro"";""Microsoft Research Cambridge""",,,,
"NSDI;""2010"";""Alex C. Snoeren"";""University of California"," San Diego""",,,
"NSDI;""2011"";""David G. Andersen"";""Carnegie Mellon University""",,,,
"NSDI;""2011"";""Sylvia Ratnasamy"";""Intel Labs Berkeley""",,,,
"NSDI;""2012"";""Steven Gribble"";""University of Washington""",,,,
"NSDI;""2012"";""Dina Katabi"";""Massachusetts Institute of Technology""",,,,
"NSDI;""2013"";""Nick Feamster"";""Georgia Tech""",,,,
"NSDI;""2013"";""Jeff Mogul"";""HP Labs""",,,,
"NSDI;""2014"";""Ratul Mahajan"";""Microsoft Research Redmond""",,,,
"NSDI;""2014"";""Ion Stoica"";""University of California"," Berkeley""",,,
"NSDI;""2015"";""Paul Barham 0001"";""Google""",,,,
"NSDI;""2015"";""Arvind Krishnamurthy"";""University of Washington""",,,,
"NSDI;""2016"";""Katerina Argyraki"";""EPFL""",,,,
"NSDI;""2016"";""Rebecca Isaacs"";""Google""",,,,
"NSDI;""2017"";""Aditya Akella"";""University of Wisconsin–Madison""",,,,
"NSDI;""2017"";""Jon Howell"";""Google""",,,,
"NSDI;""2018"";""Sujata Banerjee"";""VMware Research""",,,,
"NSDI;""2018"";""Srinivasan Seshan"";""Carnegie Mellon University""",,,,
"SECON;""2004"";""Sung-Ju Lee"";""HP Laboratories""",,,,
"SECON;""2004"";""Prasant Mohapatra"";""UC Davis""",,,,
"SECON;""2004"";""Krishna Sivalingam"";""UMBC""",,,,
"SECON;""2005"";""Elizabeth Belding-Royer"";""UCSB""",,,,
"SECON;""2005"";""Marwan Krunz"";""University of Arizona""",,,,
"SECON;""2005"";""Thyaga Nandagopal"";""Bell Laboratories""",,,,
"SECON;""2006"";""Mark Yarvis"";""Intel Corporation""",,,,
"SECON;""2006"";""Michele Zorzi"";""Universita' degli Studi di Padova""",,,,
"SECON;""2008"";""Sujata Banerjee"";""HP Labs and University of Pittsburgh""",,,,
"SECON;""2008"";""Srikanth Krishnamurthy"";""University of California"," Riverside""",,,
"SECON;""2009"";""Chiara Petrioli"";""University of Rome 'La Sapienza","' Italy""",,,
"SECON;""2009"";""Nitin H. Vaidya"";""University of Illinois at Urbana-Champaign"," USA""",,,
"SECON;""2009"";""Bhaskar Krishnamachari"";""University of Southern California""",,,,
"SECON;""2010"";""Stefano Basagni"";""Northeastern University""",,,,
"SECON;""2010"";""Tom La Porta"";""Penn State University""",,,,
"SECON;""2011"";""Sneha Kumar Kasera"";""University of Utah""",,,,
"SECON;""2011"";""Lili Qiu"";""University of Texas"," Austin""",,,
"SECON;""2012"";""Suman Banerjee"";""University of Wisconsin"," USA""",,,
"SECON;""2012"";""Theodoros Salonidis"";""Technicolor"," France""",,,
"SECON;""2013"";""Deepak Ganesan"";""University of Massachusetts""",,,,
"SECON;""2013"";""Karthik Sundaresan"";""NEC Labs""",,,,
"SECON;""2014"";""Guevara Noubir"";""CIS Northeastern U"," USA""",,,
"SECON;""2014"";""Andreas Terzis"";""Google / CS Johns Hopkins U"," USA""",,,
"SECON;""2015"";""Sharad Agarwal"";""Microsoft Research""",,,,
"SECON;""2015"";""Song Chong"";""KAIST""",,,,
"SECON;""2016"";""Julie A. McCann"";""Imperial College"," London""",,,
"SECON;""2016"";""Prasun Sinha"";""Ohio State University""",,,,
"SECON;""2017"";""Xinyu Zhang"";""University of Wisconsin"," Madison""",,,
"SECON;""2017"";""Srihari Nelakuditi"";""University of South Carolina""",,,,
"SECON;""2018"";""Mo Li"";""Nanyang Technological University""",,,,
"SECON;""2018"";""Wenjun Hu"";""Yale University""",,,,
"SIGCOMM;""1995"";""David Clark"";""MIT""",,,,
"SIGCOMM;""1995"";""Karen Sollins"";""MIT""",,,,
"SIGCOMM;""1996"";""Deborah Estrin"";""University of Southern California""",,,,
"SIGCOMM;""1996"";""Sally Floyd"";""Lawrence Berkeley National Laboratory""",,,,
"SIGCOMM;""1997"";""Christian Huitema"";""Bellcore""",,,,
"SIGCOMM;""1997"";""Scott Shenker"";""Xerox PARC""",,,,
"SIGCOMM;""1998"";""Jonathan M. Smith"";""University of Pennsylvania""",,,,
"SIGCOMM;""1998"";""Gary S. Delp"";""IBM""",,,,
"SIGCOMM;""1999"";""Guru Parulkar"";""Growth Networks Inc""",,,,
"SIGCOMM;""1999"";""Jonathan Turner"";""Washington University""",,,,
"SIGCOMM;""2000"";""Christophe Diot"";""Sprint ATL", Burlingame, CA," USA.""",
"SIGCOMM;""2000"";""James F. Kurose"";""University of Massachusetts", Amherst, MA," USA.""",
"SIGCOMM;""2001"";""Roch Guérin"";""UniversityPennsylvania"," USA""",,,
"SIGCOMM;""2001"";""Derek McAuley"";""Marconi Labs", Cambridge," UK""",,
"SIGCOMM;""2002"";""Vern Paxson"";""ICIR""",,,,
"SIGCOMM;""2002"";""Hari Balakrishnan"";""MIT""",,,,
"SIGCOMM;""2003"";""Jon Crowcroft"";""University of Cambridge""",,,,
"SIGCOMM;""2003"";""David Wetherall"";""University of Washington""",,,,
"SIGCOMM;""2004"";""Ellen Zegura"";""Georgia Institute of Technology""",,,,
"SIGCOMM;""2004"";""Jennifer Rexford"";""AT&T Labs"," Research""",,,
"SIGCOMM;""2005"";""Ramesh Govindan"";""University of Southern California""",,,,
"SIGCOMM;""2005"";""Greg Minshall"";",,,,
"SIGCOMM;""2006"";""Tom Anderson"";""University of Washington""",,,,
"SIGCOMM;""2006"";""Nick McKeown"";""Stanford University""",,,,
"SIGCOMM;""2007"";""Nina Taft"";""Intel Research""",,,,
"SIGCOMM;""2007"";""Anja Feldmann"";""Deutsche Telekom Labs/TU-Berlin""",,,,
"SIGCOMM;""2008"";""Stefan Savage"";""UC San Diego""",,,,
"SIGCOMM;""2008"";""Ion Stoica"";""UC Berkeley""",,,,
"SIGCOMM;""2009"";""Konstantina Papagiannaki"";""Intel Labs Pittsburgh"," USA""",,,
"SIGCOMM;""2009"";""Luigi Rizzo"";""Université di Pisa"," Italy""",,,
"SIGCOMM;""2010"";""K. K. Ramakrishnan"";""AT&T Labs Research"," USA""",,,
"SIGCOMM;""2010"";""Geoffrey M. Voelker"";""University of California", San Diego," USA""",,
"SIGCOMM;""2011"";""John Byers"";""Boston University"," USA""",,,
"SIGCOMM;""2011"";""Jeffrey Mogul"";""HP Labs"," USA""",,,
"SIGCOMM;""2012"";""Venkat Padmanabhan"";""Microsoft Research""",,,,
"SIGCOMM;""2012"";""George Varghese"";""UCSD"," USA""",,,
"SIGCOMM;""2013"";""Paul Barford"";""University of Wisconsin"," Madison""",,,
"SIGCOMM;""2013"";""Srinivasan Seshan"";""Carnegie Mellon University"," USA""",,,
"SIGCOMM;""2014"";""Arvind Krishnamurthy"";""University of Washington"," USA""",,,
"SIGCOMM;""2014"";""Sylvia Ratnasamy"";""UC Berkeley"," USA""",,,
"SIGCOMM;""2015"";""Brad Karp"";""University College London"," UK""",,,
"SIGCOMM;""2015"";""Jitendra Padhye"";""Microsoft Research"," USA""",,,
"SIGCOMM;""2016"";""Amin Vahdat"";""UCSD and Google"," USA""",,,
"SIGCOMM;""2016"";""Sachin Katti"";""Stanford University"," USA""",,,
"SIGCOMM;""2017"";""Alex C. Snoeren"";""UC San Diego""",,,,
"SIGCOMM;""2017"";""Walter Willinger"";""NIKSUN Inc.""",,,,
"SIGCOMM;""2018"";""Mark Handley"";""UCL"," UK""",,,
"SIGCOMM;""2018"";""Dina Katabi"";""MIT"," USA""",,,
"SenSys;""2003"";""David Culler"";""University of California"," Berkeley""",,,
"SenSys;""2003"";""Mani Srivastava"";""University of California"," Los Angeles""",,,
"SenSys;""2004"";""Anish Arora"";""Ohio State Univ.""",,,,
"SenSys;""2004"";""Ramesh Govindan"";""USC""",,,,
"SenSys;""2005"";""Hari Balakrishnan"";""MIT""",,,,
"SenSys;""2005"";""Feng Zhao"";""Microsoft Research""",,,,
"SenSys;""2006"";""Philippe Bonnet"";""DIKU""",,,,
"SenSys;""2006"";""John Heidemann"";""USC/ISI""",,,,
"SenSys;""2007"";""Phillip Gibbons"";""Intel Research""",,,,
"SenSys;""2007"";""Akos Ledeczi"";""Vanderbilt University""",,,,
"SenSys;""2008"";""Margaret Martonosi"";""Princeton""",,,,
"SenSys;""2008"";""Adam Wolisz"";""TU Berlin""",,,,
"SenSys;""2009"";""Jie Liu"";""Microsoft Research""",,,,
"SenSys;""2009"";""Matt Welsh"";""Harvard University""",,,,
"SenSys;""2010"";""Deepak Ganesan"";""UMass Amherst""",,,,
"SenSys;""2010"";""John Stankovic"";""University of Virginia""",,,,
"SenSys;""2011"";""Philip Levis"";""Stanford University""",,,,
"SenSys;""2011"";""Kay Romer"";""University of Luebeck"," Germany""",,,
"SenSys;""2012"";""Andrew T. Campbell"";""Dartmouth College""",,,,
"SenSys;""2012"";""Koen Langendoen"";""Delft University of Technology""",,,,
"SenSys;""2013"";""Landon Cox"";""Duke University""",,,,
"SenSys;""2013"";""Kamin Whitehouse"";""University of Virginia""",,,,
"SenSys;""2014"";""Prabal Dutta"";""Univ. of Michigan""",,,,
"SenSys;""2014"";""Chenyang Lu"";""Washington Univ. in St. Louis""",,,,
"SenSys;""2015"";""Tarek Abdelzaher"";""University of Illinois at Urbana Champaign""",,,,
"SenSys;""2015"";""Cecilia Mascolo"";""University of Cambridge"," UK""",,,
"SenSys;""2016"";""Lama Nachman"";""Intel Labs", CA," USA""",,
"SenSys;""2016"";""Anthony Rowe"";""Carnegie Mellon University", PA," USA""",,
"SenSys;""2017"";""Luca Mottola"";""SICS", Sweden and Politecnico di Milano," Italy""",,
"SenSys;""2017"";""Niki Trigoni"";""Oxford University"," United Kingdom""",,,
"SenSys;""2018"";""Tian He"";""University of Minnesota""",,,,
"SenSys;""2018"";""Nic Lane"";""University of Oxford and Samsung AI""",,,,
"ACSAC;""1989"";""Ron Gove"";",,,,
"ACSAC;""1989"";""Carlin Covey"";",,,,
